id,c,treated,mediator,event
3927,0.859173,1,0,1
3928,1.333487,1,1,1
3929,0.740624,1,0,1
3930,1.378012,1,1,0
3931,0.66305,1,1,1
3932,-0.311328,1,0,0
3933,0.319065,0,0,0
3934,1.287874,0,0,1
3935,0.287458,1,1,0
3936,2.151273,1,1,0
3937,-0.539108,0,0,0
3938,0.367028,0,1,1
3939,-1.748098,0,0,0
3940,0.897454,1,1,0
3941,0.107213,0,0,0
3942,1.574208,1,1,1
3943,-0.626261,0,0,1
3944,-0.475281,0,1,0
3945,1.36145,1,0,0
3946,-0.737264,0,1,0
3947,-0.844673,0,0,0
3948,1.118142,1,1,1
3949,-1.443514,1,1,0
3950,1.037844,1,1,1
3951,0.176278,0,1,0
3952,-0.996207,0,0,1
3953,-0.275085,1,1,0
3954,-0.661176,1,0,0
3955,0.244121,0,1,0
3956,0.108089,1,0,0
3957,-0.415235,0,0,1
3958,0.424129,0,1,0
3959,-0.840955,0,1,0
3960,-2.794499,0,0,0
3961,0.778959,0,1,1
3962,0.986576,1,1,0
3963,0.126928,1,1,1
3964,0.427892,1,1,0
3965,-0.57324,0,0,0
3966,2.318407,1,1,0
3967,0.657715,0,1,0
3968,-0.442736,0,0,0
3969,-2.266089,0,0,0
3970,-1.519916,1,0,0
3971,0.047693,1,0,0
3972,-1.753159,0,0,0
3973,0.105784,1,1,0
3974,1.610374,1,1,0
3975,-0.911785,1,0,0
3976,0.831062,1,1,1
3977,0.205962,0,1,1
3978,0.470643,0,0,0
3979,-2.115117,0,0,0
3980,-0.39139,0,1,1
3981,-1.091087,1,1,1
3982,-1.17678,0,0,0
3983,1.042911,1,1,0
3984,0.342019,0,1,0
3985,1.362394,0,1,1
3986,-0.068152,1,1,1
3987,-2.104388,0,0,0
3988,0.362084,1,1,1
3989,-1.083239,1,0,0
3990,0.537822,0,1,0
3991,0.625406,1,1,1
3992,-1.480457,1,0,0
3993,1.197329,0,0,0
3994,-0.220848,0,1,0
3995,-0.032358,1,0,0
3996,0.000339,1,1,1
3997,-1.346903,0,0,0
3998,0.802802,1,1,1
3999,1.197748,1,1,1
4000,0.388895,1,1,0
